year,state,state_po,county,office,district,stage,special,candidate,party,writein,candidatevotes
2018,Mississippi,MS,Pike,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,60.0
2018,Mississippi,MS,Pike,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,223.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,True,Chris McDaniel,republican,False,2683.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,4988.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,230.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,False,David Baria,democrat,False,1693.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1925.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,7588.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,82.0
2018,Mississippi,MS,Pontotoc,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,90.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1441.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,4038.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,90.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,False,David Baria,democrat,False,1450.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1703.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,5597.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,36.0
2018,Mississippi,MS,Prentiss,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,59.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,True,Chris McDaniel,republican,False,141.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,601.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,29.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,False,David Baria,democrat,False,1460.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1643.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,872.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,28.0
2018,Mississippi,MS,Quitman,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,55.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,True,Chris McDaniel,republican,False,9294.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,29055.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,956.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,False,David Baria,democrat,False,12523.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,True,Mike Epsy,democrat,False,13035.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,37913.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,238.0
2018,Mississippi,MS,Rankin,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,393.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1078.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,3517.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,64.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,False,David Baria,democrat,False,2926.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,True,Mike Epsy,democrat,False,3208.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,4600.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,52.0
2018,Mississippi,MS,Scott,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,76.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,True,Chris McDaniel,republican,False,68.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,515.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,11.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,False,David Baria,democrat,False,1046.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1171.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,596.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,25.0
2018,Mississippi,MS,Sharkey,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,19.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1257.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,4577.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,117.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,False,David Baria,democrat,False,2855.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,True,Mike Epsy,democrat,False,3097.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,5697.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,64.0
2018,Mississippi,MS,Simpson,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,99.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1905.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,2706.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,93.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,False,David Baria,democrat,False,1298.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1370.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,4394.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,59.0
2018,Mississippi,MS,Smith,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,43.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1239.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,2836.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,70.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,False,David Baria,democrat,False,1142.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1230.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,4052.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,45.0
2018,Mississippi,MS,Stone,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,62.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,True,Chris McDaniel,republican,False,374.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,1904.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,77.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,False,David Baria,democrat,False,4579.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,True,Mike Epsy,democrat,False,5090.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,2457.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,76.0
2018,Mississippi,MS,Sunflower,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,100.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,True,Chris McDaniel,republican,False,387.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,1395.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,38.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,False,David Baria,democrat,False,2095.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,True,Mike Epsy,democrat,False,2460.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,1950.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,53.0
2018,Mississippi,MS,Tallahatchie,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,61.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,True,Chris McDaniel,republican,False,2058.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,3622.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,174.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,False,David Baria,democrat,False,2638.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,True,Mike Epsy,democrat,False,2760.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,5680.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,39.0
2018,Mississippi,MS,Tate,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,170.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1416.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,3926.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,98.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,False,David Baria,democrat,False,1229.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1451.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,5536.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,43.0
2018,Mississippi,MS,Tippah,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,89.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1502.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,3529.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,121.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,False,David Baria,democrat,False,788.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,True,Mike Epsy,democrat,False,895.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,5125.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,32.0
2018,Mississippi,MS,Tishomingo,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,80.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,True,Chris McDaniel,republican,False,143.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,586.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,31.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,False,David Baria,democrat,False,1630.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1725.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,779.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,40.0
2018,Mississippi,MS,Tunica,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,88.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,True,Chris McDaniel,republican,False,2049.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,4738.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,123.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,False,David Baria,democrat,False,1297.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1473.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,6779.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,40.0
2018,Mississippi,MS,Union,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,67.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,True,Chris McDaniel,republican,False,705.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,2382.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,76.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,False,David Baria,democrat,False,1919.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,True,Mike Epsy,democrat,False,2006.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,3008.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,35.0
2018,Mississippi,MS,Walthall,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,59.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1802.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,6159.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,165.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,False,David Baria,democrat,False,6706.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,True,Mike Epsy,democrat,False,7505.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,8206.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,108.0
2018,Mississippi,MS,Warren,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,182.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,True,Chris McDaniel,republican,False,593.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,3577.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,91.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,False,David Baria,democrat,False,8893.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,True,Mike Epsy,democrat,False,9667.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,4519.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,79.0
2018,Mississippi,MS,Washington,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,197.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,True,Chris McDaniel,republican,False,1946.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,2576.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,81.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,False,David Baria,democrat,False,2638.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,True,Mike Epsy,democrat,False,2607.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,4376.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,88.0
2018,Mississippi,MS,Wayne,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,222.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,True,Chris McDaniel,republican,False,731.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,2390.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,51.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,False,David Baria,democrat,False,733.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,True,Mike Epsy,democrat,False,756.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,3114.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,19.0
2018,Mississippi,MS,Webster,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,42.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,True,Chris McDaniel,republican,False,406.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,600.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,34.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,False,David Baria,democrat,False,1823.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,True,Mike Epsy,democrat,False,1597.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,950.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,24.0
2018,Mississippi,MS,Wilkinson,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,140.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,True,Chris McDaniel,republican,False,855.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,3039.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,68.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,False,David Baria,democrat,False,2900.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,True,Mike Epsy,democrat,False,2996.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,3976.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,37.0
2018,Mississippi,MS,Winston,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,107.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,True,Chris McDaniel,republican,False,561.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,True,Cindy Hyde-Smith,republican,False,2004.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,False,Danny Bedwell,libertarian,False,47.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,False,David Baria,democrat,False,2011.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,True,Mike Epsy,democrat,False,2028.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,False,Roger F. Wicker,republican,False,2574.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,False,Shawn O'Hara,reform,False,22.0
2018,Mississippi,MS,Yalobusha,US Senator,statewide,gen,True,Tobey Bernard Bartee,nonpartisan,False,75.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,3494.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Craig O'Dear,independent,False,122.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,88.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Jo Crain,green,False,52.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Josh Hawley,republican,False,4939.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Adair,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,2372.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Craig O'Dear,independent,False,143.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,120.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Jo Crain,green,False,36.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Josh Hawley,republican,False,4919.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Andrew,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,542.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Craig O'Dear,independent,False,15.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,36.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Jo Crain,green,False,15.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Josh Hawley,republican,False,1619.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Atchison,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,2727.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Craig O'Dear,independent,False,166.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,135.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Jo Crain,green,False,52.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Josh Hawley,republican,False,5651.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Audrain,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,2822.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Craig O'Dear,independent,False,234.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,149.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Jo Crain,green,False,71.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Josh Hawley,republican,False,9019.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Barry,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,783.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Craig O'Dear,independent,False,97.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,48.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Jo Crain,green,False,29.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Josh Hawley,republican,False,4064.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Barton,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,1906.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Craig O'Dear,independent,False,183.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,89.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Jo Crain,green,False,40.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Josh Hawley,republican,False,4467.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Rodney Stock,,True,0.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,Steven Wallace,,True,0.0
2018,Missouri,MO,Bates,US Senator,statewide,gen,False,,,True,0.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Cassie Ganier,,True,0.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Claire McCaskill,democrat,False,2318.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Craig O'Dear,independent,False,166.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Gina Bufe,,True,0.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Japheth Campbell,libertarian,False,127.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Jo Crain,green,False,58.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Josh Hawley,republican,False,5685.0
2018,Missouri,MO,Benton,US Senator,statewide,gen,False,Martin Luther Dzerzhinsky Lindstedt,,True,0.0
