year,state,state_po,county,office,district,stage,special,candidate,party,writein,candidatevotes
2018,New Mexico,NM,Torrance,US Senator,statewide,gen,False,Mick Rich,republican,False,2433.0
2018,New Mexico,NM,Union,US Senator,statewide,gen,False,Gary E Johnson,libertarian,False,252.0
2018,New Mexico,NM,Union,US Senator,statewide,gen,False,Martin T Heinrich,democrat,False,334.0
2018,New Mexico,NM,Union,US Senator,statewide,gen,False,Mick Rich,republican,False,878.0
2018,New Mexico,NM,Valencia,US Senator,statewide,gen,False,Gary E Johnson,libertarian,False,4139.0
2018,New Mexico,NM,Valencia,US Senator,statewide,gen,False,Martin T Heinrich,democrat,False,11514.0
2018,New Mexico,NM,Valencia,US Senator,statewide,gen,False,Mick Rich,republican,False,8790.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,6034.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,597.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,29825.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,70182.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,2655.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,1395.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,3883.0
2018,New York,NY,Albany County,US Senator,statewide,gen,False,Scattering,,True,124.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,892.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,64.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,8305.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,4844.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,222.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,99.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,295.0
2018,New York,NY,Allegany County,US Senator,statewide,gen,False,Scattering,,True,3.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,2590.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,331.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,20112.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,249485.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,2369.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,698.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,5171.0
2018,New York,NY,Bronx County,US Senator,statewide,gen,False,Scattering,,True,168.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,2910.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,331.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,27656.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,37053.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,1588.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,597.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,1907.0
2018,New York,NY,Broome County,US Senator,statewide,gen,False,Scattering,,True,48.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1556.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,114.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,11586.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,9199.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,556.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,179.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,497.0
2018,New York,NY,Cattaraugus County,US Senator,statewide,gen,False,Scattering,,True,5.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1772.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,142.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,11318.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,12339.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,666.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,227.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,591.0
2018,New York,NY,Cayuga County,US Senator,statewide,gen,False,Scattering,,True,9.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,2856.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,175.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,19330.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,18362.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,1108.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,342.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,998.0
2018,New York,NY,Chautauqua County,US Senator,statewide,gen,False,Scattering,,True,13.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1275.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,119.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,13508.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,13032.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,582.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,183.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,550.0
2018,New York,NY,Chemung County,US Senator,statewide,gen,False,Scattering,,True,14.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,612.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,105.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,8279.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,6453.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,323.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,135.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,375.0
2018,New York,NY,Chenango County,US Senator,statewide,gen,False,Scattering,,True,10.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,715.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,113.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,9184.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,14143.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,778.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,222.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,787.0
2018,New York,NY,Clinton County,US Senator,statewide,gen,False,Scattering,,True,2.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1752.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,148.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,9155.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,15963.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,703.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,339.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,1132.0
2018,New York,NY,Columbia County,US Senator,statewide,gen,False,Scattering,,True,21.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,750.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,105.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,6244.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,8143.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,408.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,179.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,383.0
2018,New York,NY,Cortland County,US Senator,statewide,gen,False,Scattering,,True,11.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,763.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,78.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,8225.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,7016.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,295.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,149.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,411.0
2018,New York,NY,Delaware County,US Senator,statewide,gen,False,Scattering,,True,9.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,6684.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,427.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,40157.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,58175.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,1994.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,871.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,2635.0
2018,New York,NY,Dutchess County,US Senator,statewide,gen,False,Scattering,,True,48.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,25077.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,1434.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,101349.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,187978.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,6541.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,3236.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,8269.0
2018,New York,NY,Erie County,US Senator,statewide,gen,False,Scattering,,True,0.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,371.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,42.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,5178.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,7472.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,331.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,123.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,368.0
2018,New York,NY,Essex County,US Senator,statewide,gen,False,Scattering,,True,7.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,353.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,53.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,5170.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,7466.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,353.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,102.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,324.0
2018,New York,NY,Franklin County,US Senator,statewide,gen,False,Scattering,,True,2.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,994.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,77.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,8719.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,6235.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,261.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,118.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,282.0
2018,New York,NY,Fulton County,US Senator,statewide,gen,False,Scattering,,True,4.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1855.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,121.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,10576.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,7237.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,372.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,156.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,384.0
2018,New York,NY,Genesee County,US Senator,statewide,gen,False,Scattering,,True,10.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1490.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,108.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,8695.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,7788.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,387.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,214.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,555.0
2018,New York,NY,Greene County,US Senator,statewide,gen,False,Scattering,,True,14.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,160.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,15.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,1487.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,962.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,39.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,24.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,53.0
2018,New York,NY,Hamilton County,US Senator,statewide,gen,False,Scattering,,True,2.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1110.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,99.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,10533.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,8308.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,471.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,151.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,465.0
2018,New York,NY,Herkimer County,US Senator,statewide,gen,False,Scattering,,True,9.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1417.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,127.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,13340.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,13137.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,790.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,198.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,616.0
2018,New York,NY,Jefferson County,US Senator,statewide,gen,False,Scattering,,True,15.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,8074.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,869.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,77030.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,499372.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,5520.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,2793.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,35051.0
2018,New York,NY,Kings County,US Senator,statewide,gen,False,Scattering,,True,663.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,490.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,37.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,4593.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,3260.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,193.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,57.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,197.0
2018,New York,NY,Lewis County,US Senator,statewide,gen,False,Scattering,,True,3.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1823.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,147.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,10812.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,10096.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,462.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,230.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,523.0
2018,New York,NY,Livingston County,US Senator,statewide,gen,False,Scattering,,True,7.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1767.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,177.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,10950.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,11417.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,651.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,230.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,519.0
2018,New York,NY,Madison County,US Senator,statewide,gen,False,Scattering,,True,24.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,18123.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,1256.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,85819.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,160167.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,5963.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,2982.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,5676.0
2018,New York,NY,Monroe County,US Senator,statewide,gen,False,Scattering,,True,111.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,1148.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,97.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,6886.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,6240.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,339.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,101.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,344.0
2018,New York,NY,Montgomery County,US Senator,statewide,gen,False,Scattering,,True,6.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,18709.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,1299.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,184867.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,280180.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,4799.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,3011.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,6196.0
2018,New York,NY,Nassau County,US Senator,statewide,gen,False,Scattering,,True,184.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,3920.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,825.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,49068.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,451381.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,6122.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,2671.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,21605.0
2018,New York,NY,New York County,US Senator,statewide,gen,False,Scattering,,True,768.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,6037.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,350.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,29701.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,31813.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,1507.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,522.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,1383.0
2018,New York,NY,Niagara County,US Senator,statewide,gen,False,Scattering,,True,29.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,4015.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Chele Chiavacci Farley,reform,False,336.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Chele Chiavacci Farley,republican,False,33095.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,democrat,False,34684.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,independence,False,2189.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,women's equality,False,458.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Kirsten E. Gillibrand,working families,False,1282.0
2018,New York,NY,Oneida County,US Senator,statewide,gen,False,Scattering,,True,28.0
2018,New York,NY,Onondaga County,US Senator,statewide,gen,False,Chele Chiavacci Farley,conservative,False,10455.0
